"BUSINESS_NAME","CASE_NUMBER","DBA","LOCATION","NEIGHBORHOOD_NAME","POLICE_DISTRICT_WHEN_LAST_UPDATED","STATUS_CODE","WARD"
"DUTCHTOWN MARKET LLC","19-0140","DUTCHTWN MARKET","2821 MERAMEC ST","Dutchtown","3","CLOSED","9"
"IRON3 LLC","19-0141","","4198 MANCHESTER AVE","Forest Park Southeast","2","OPEN","17"
"48 MP LLC","19-0142","","48 MARYLAND PLZ","Central West End","5","OPEN","28"
"J R MARKET INTERNATIONAL LLC","20-0001","","2230 OLIVE ST","Downtown West","4","OPEN","6"
"BEVO MICROCINEMA LLC","20-0002","ARKADIN CINEMA & BAR","5228 GRAVOIS AVE","Bevo Mill","1","OPEN","13"
"DOS SALAS LLC","20-0004","","1913-21 WASHINGTON AVE","Downtown West","4","OPEN","6"
"DRIFTWOOD SPECIAL SERVICING LLC","20-0005","","400 S 14TH ST","Downtown West","4","OPEN","7"
"RARRI GROUP LLC","20-0008","","1136 WASHINGTON AVE UNIT B","Downtown","4","CLOSED","7"
"NICK & MAGGIE LLC  NEW","20-0010","","7201 PICCADILLY AVE","Ellendale","2","OPEN","24"
"SEED SPROUT SPOON LLC","20-0011","SEED SPROUT SPOON","5700 LEONA ST","Holly Hills","1","OPEN","13"
"NUNEZ LLC","20-0012","","2818 CHEROKEE ST","Gravois Park","3","CLOSED","20"
"SQUARE2 PROJECT LLC","20-0013","","2501 S JEFFERSON AVE","Fox Park","3","OPEN","7"
"SCHOENWEID PURE DISTILLING","20-0014","","OUTSIDE CITY LIMITS - 13728 SHAWNEE VALLEY RD","","","OPEN",""
"BPV MARKET PLACE INVESTORS LLC","20-0015","","651 CLARK AVE","Downtown","4","OPEN","7"
"SAINT LOUIS BREWERY LLC THE","20-0017","SCHLAFLY BEER","2100 LOCUST ST (NEW)","Downtown West","4","OPEN","6"
"EIGHT10 LOUNGE LLC","20-0018","","810 LUMIERE PL","Downtown","4","CLOSED","7"
"GOLDEN HOOSIER LLC","20-0019","","3707 S KINGSHIGHWAY BLVD","North Hampton","2","OPEN","10"
"DADO'S CAFE INC","20-0020","","5425 HAMPTON AVE","St. Louis Hills","2","OPEN","16"
"MK ENTERPRISES OF MISSOURI INC","20-0021","","518 BATES ST","Carondelet","1","CLOSED","11"
"STL EVENTS GROUP LLC","20-0022","","2233 WASHINGTON AVE","Downtown West","4","OPEN","6"
"REAL MORGANFORD LLC","20-0023","","3169 MORGANFORD RD","Tower Grove South","2","OPEN","10"
"SS MOGUL ENTERPRISES LLC","20-0024","","3730 FOUNDRY WAY","Midtown","4","OPEN","17"
"MIDAS HOSPITALITY LLC","20-0025","","3763 FOREST PARK AVE","Midtown","4","OPEN","17"
"SUPERTARGET LIQUOR OF MISSOURI INC","20-0026","","4255 HAMPTON AVE","St. Louis Hills","2","OPEN","16"
"CORNER 11 LLC","20-0027","","2617 WASHINGTON AVE UNIT B","Midtown","4","CLOSED","6"
"WINDOWS ON THE GATEWAY MALL LLC","20-0028","WINDOWS ON KIENER PLAZA","701 MARKET ST SUITE 100","Downtown","4","OPEN","7"
"MISSOURI CVS PHARMACY LLC","20-0029","","6211 DELMAR","West End","5","OPEN","28"
"BLACK SKILLET LLC","20-0030","","1427 SALISBURY ST","","4","OPEN","3"
"BREAD AND WINE CAFE LLC","20-0031","","255 UNION BLVD","","5","OPEN",""
"ZD MEDIA GROUP INC","20-0032","","3116 LOCUST BLVD","","4","OPEN","19"
"SOCIAL AFFAIR LLC THE","20-0034","THE DOGWOOD","4308 MANCHESTER AVE","","2","OPEN","17"
"ONE CAFE AND MARKET LLC","20-0035","","1015 WASHINGTON AVE SUITE 101","","4","OPEN","7"
"CHICKEN OUT LLC","20-0036","","6197 DELMAR BLVD","","5","OPEN","28"
"RTB MO LLC","20-0037","","6217 - 6219 DELMAR BLVD","","5","OPEN",""
"WAMSER LLC","20-0038","","4123 CHIPPEWA ST","","2","OPEN","15"
"ROSCOE JOHN LLC","20-0039","","5406 HAMPTON AVE","","1","OPEN","16"
"GRAND TREATMENT BEAUTY BOUTIQUE INC","20-0040","","2249 NEBRASKA AVE","","3","CLOSED","7"
"WORLD MARKET INC","20-0041","","3900A S GRAND AVE","","3","OPEN","15"
"GB LICENSE LLC","20-0042","","1721 S 7TH ST","","3","OPEN","7"
"MAJOR BRANDS INC","20-0043","","6701 SOUTHWEST AVE #B","","2","OPEN","24"
"MAJOR BRANDS INC","20-0044","","6701 SOUTHWEST AVE #A","","2","OPEN","24"
"AIDEN MANAGEMENT COMPANY LLC","20-0045","","6594 SCANLAN AVE","","2","OPEN","23"
"FRELSA LLC","20-0046","","4625 GRAVOIS AVE","","1","OPEN","14"
"TAVCO HOLDINGS 1 LLC","20-0047","","3506 HAMPTON AVE","","2","CLOSED","23"
"NABALI 1 LLC","20-0048","","3001 N FLORISSANT AVE","","4","CLOSED","5"
"ABC INVEST LLC","20-0049","BELLAS FROZEN YOGURT","1021 WASHINGTON AVE SUITE 100","","4","OPEN","7"
"BIGHEN BREW LLC","20-0050","","5539 PERSHING AVE","","5","OPEN","28"
"BIGHEN BREW LLC","20-0051","","5539 PERSHING AVE (2ND FLOOR)","","5","OPEN","28"
"NAR Shindigs LLC","20-0052","","4014 CHOUTEAU AVE UNIT A","","2","OPEN","17"
"Topnacho LLC","20-0053","","4014 CHOUTEAU AVE UNIT B","","2","OPEN","17"
"SPRING CENTER SAUSAGE LLC (NEW)","20-0054","WOODSHACK THE","1862 S 10TH ST","","3","OPEN","7"
"TAPPED LLC","20-0055","","OUTSIDE CITY LIMITS","","","OPEN",""
"POWELLMEN LLC","20-0056","","10806 ST CHARLES ROCK RD (OUTSIDE CITY LIMITS)","","","OPEN",""
"L&AB ENTERPRISES LLC","20-0057","","1300 WASHINGTON AVE","","4","OPEN","6"
"OFF FIFTY FIVE BAR & GRILL LLC","20-0058","","518 BATES ST","","1","OPEN","11"
"RE VOAKED SANDWICHES LLC","20-0059","","12 S EUCLID AVE SUITE .5","","5","OPEN","17"
"DINER VIBES LLC","20-0060","","1802 S BROADWAY","","3","OPEN","7"
"QUIKTRIP CORPORATION","20-0061","","1635 S GRAND AVE","","","CLOSED","19"
"ANGRY ELF LLC","20-0062","","1654 TOWER GROVE AVE","","","OPEN","17"
"BHAGATJI LLC","20-0063","","5000 DELMAR BLVD","","5","OPEN","28"
"BIKERS CORNER RESTAURANT AND LOUNGE INC","20-0065","","1924 N VANDEVENTER AVE (NEW)","","4","OPEN",""
"GASLIGHT HOSPITALITY GROUP LLC","20-0067","","354 N BOYLE AVE (NEW)","","5","OPEN","18"
"S & S COCKTAIL LOUNGE LLC","20-0068","","3701 SULLIVAN AVE","","4","OPEN",""
"GOYANKA LLC","20-0069","","4901 UNION BLVD","","6","OPEN","1"
"KESHAV KRUPA LLC","20-0070","","119 N BROADWAY","","4","OPEN","7"
"PIZZERIA da GLORIA LLC","20-0071","","2024-26 MARCONI AVE","","2","OPEN",""
"TIEF LLC","20-0072","","6931 GRAVOIS AVE","","1","OPEN","12"
"SAVAGE SOCIALS LLC","20-0073","","730 CARROLL ST","","3","OPEN","7"
"LEVEL COFFEE BAR LLC","20-0074","LEVEL COFFEE BAR","5421-23 GRAVOIS AVE","","1","OPEN","13"
"CORNER 11 LLC","20-0075","","2617 WASHINGTON AVE","","4","OPEN","6"
"G & M INVESTORS LLC","20-0076","","5956 NATURAL BRIDGE AVE","","5","OPEN","22"
"KC VIEW LLC","20-0077","","1 CARDINAL WAY","","4","OPEN","7"
"SHINE MART LLC","20-0078","","3016 DR MARTIN LUTHER KING DR","","4","OPEN","19"
"PURE MART LLC","20-0079","","4231 NATURAL BRIDGE AVE","","6","OPEN","21"
"PING RESTAURANT GROUP LLC","20-0080","","5400 NOTTINGHAM AVE","","2","OPEN","16"
"AT MARGARETTA LLC","20-0081","AT MARGARETTA","4200 W MARGARETTA AVE","","6","OPEN","21"
"DRINK DISPATCH LLC","20-0082","DRINK DISPATCH","5231 1/2 MANCHESTER AVE","","2","OPEN","17"
"JOEL SHELL FOODMART INC.","20-0083","","1815 ARSENAL ST (NEW)","","3","OPEN","9"
"BOOCOO LLC","20-0084","BOO COO","1031 LYNCH ST","","3","OPEN","9"
"BYRD & BARREL LLC","20-0085","","2652 HAMPTON AVE","","2","OPEN","10"
"WORLD MARKET INC","20-0086","","3900B S GRAND AVE","","3","ACTIVE","15"
"S & K BAR AND GRILL LLC","20-0087","","3224 N NEWSTEAD AVE","","6","OPEN","4"
"6400 VIGNHARTA LLC","20-0088","","6400 GRAVOIS AVE","","1","OPEN","12"
"WASABI CORTEX LLC","20-0089","","4239 DUNCAN AVE","","5","OPEN",""
"KBOP INC","20-0091","K BOP","6120 DELMAR BLVD","","5","OPEN","28"
